,jurisdiction,booking_charge_desc,charge_count,seriousness,category,type,magda notes,notes,rcw,src
480,pierce,DWLS/DWLR,5602,,misdemeanor,public order,could be gross misd,can by gross misdemeanor,46.20.342,http://app.leg.wa.gov/rcw/default.aspx?cite=46.20.342
224,pierce,COMM CUSTODY JAIL,5025,,other,other,,other?,,
1621,pierce,UPCS,4489,,class C felony,drug,,,69.50.401,http://app.leg.wa.gov/rcw/default.aspx?cite=69.50.401
475,pierce,DWI,3718,,gross misdemeanor,public order,,,46.61.502,http://app.leg.wa.gov/rcw/default.aspx?cite=46.61.502
62,pierce,ASSAULT 4 /DV,2711,,class C felony,violent,could be gross misdemeanor,,9A.36.041,http://app.leg.wa.gov/rcw/default.aspx?cite=9A.36.041
1418,pierce,THEFT 3,2443,,gross misdemeanor,property,,,9A.56.050,http://apps.leg.wa.gov/RCW/default.aspx?cite=9A.56.050
286,pierce,CRIM ASLT /DV,2004,,class C felony,violent,ambiguous,based on assult in 4th degree + dv,9A.36.041,http://app.leg.wa.gov/rcw/default.aspx?cite=9A.36.041
1674,pierce,VIO NC ORD /DV,1786,,gross misdemeanor,public order,could be class C- ambiguous,,26.50.110,http://app.leg.wa.gov/rcw/default.aspx?cite=26.50.110
1120,pierce,POSSESS STOLEN VEHICLE,1739,,class B felony,property,,,9a.56.068,http://app.leg.wa.gov/RCW/default.aspx?cite=9a.56.068
1420,pierce,THEFT 3RD,1538,,gross misdemeanor,property,,,9A.56.050,http://apps.leg.wa.gov/RCW/default.aspx?cite=9A.56.050
434,pierce,DRUG PARA,1388,,misdemeanor,drug,,,69.50.412,https://app.leg.wa.gov/rcw/default.aspx?cite=69.50.412
988,pierce,OBSTR PO,1176,,gross misdemeanor,public order,,,9A.76.020,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.76.020
1159,pierce,PROBAT HLD,1124,,other,other,,,,
164,pierce,BURGLARY 2,1095,,class B felony,property,,,9a.52.030,http://apps.leg.wa.gov/rcw/default.aspx?cite=9a.52.030
295,pierce,CRIM TRESP,875,,gross misdemeanor,property,can be simple misdemeanor,,,
1626,pierce,UPCS W INTENT,870,,class C felony,drug,,,69.50.401,http://app.leg.wa.gov/rcw/default.aspx?cite=69.50.401
1417,pierce,THEFT 2,862,,class C felony,property,,,9A.56.040.1A,http://app.leg.wa.gov/RCW/default.aspx?cite=9A.56.040.1A
877,pierce,MAL MISC 3 /DV,846,,gross misdemeanor,property,,,9A.48.090.2b%20DV,http://app.leg.wa.gov/RCW/default.aspx?cite=9A.48.090.2b%20DV
630,pierce,FORGERY,839,,class C felony,public order,,,9A.60.020,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.60.020
485,pierce,DWLS/R 1ST/2ND,835,,gross misdemeanor,public order,,,46.20.342,http://app.leg.wa.gov/rcw/default.aspx?cite=46.20.342
743,pierce,IDENT THFT 2,794,,class C felony,public order,,,9.35.020,http://app.leg.wa.gov/rcw/default.aspx?cite=9.35.020
1238,pierce,RECK DRV,747,,gross misdemeanor,public order,,,46.61.500,http://app.leg.wa.gov/RCW/default.aspx?cite=46.61.500
1289,pierce,RES BURGLARY,724,,class B felony,property,,,9A.52.025,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.52.025
1291,pierce,RESIST ARR,710,,misdemeanor,public order,,,9A.76.040,http://apps.leg.wa.gov/rcw/default.aspx?cite=9A.76.040
1023,pierce,OPERATE VEH W/O IGN INTERLOCK DEV,699,,gross misdemeanor,public order,,,46.20.740,http://app.leg.wa.gov/rcw/default.aspx?cite=46.20.740
1678,pierce,VIO PROT OR /DV,676,,gross misdemeanor,public order,could be Class C ambiguous,,26.50.110,http://app.leg.wa.gov/rcw/default.aspx?cite=26.50.110
883,pierce,MAL MISCH 3,671,,gross misdemeanor,property,,,9A.48.090.2b%20DV,http://app.leg.wa.gov/RCW/default.aspx?cite=9A.48.090.2b%20DV
586,pierce,FALSE STATEMENT TO PUB SERVANT,661,,gross misdemeanor,public order,,,9A.76.175,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.76.175
45,pierce,ASLT 2 -DV,660,,class B felony,violent,,not sure if DV changes seriousness?,9A.36.021,http://apps.leg.wa.gov/rcw/default.aspx?cite=9A.36.021
46,pierce,ASLT 3,647,,class C felony,violent,,,9a.36.031,http://apps.leg.wa.gov/rcw/default.aspx?cite=9a.36.031
466,pierce,DUI WITH PRIOR CONVICTION,646,,class B felony,public order,could be gross misd.,drug?,46.61.502,http://app.leg.wa.gov/rcw/default.aspx?cite=46.61.502
44,pierce,ASLT 2,641,,class B felony,violent,,,9A.36.021,http://apps.leg.wa.gov/rcw/default.aspx?cite=9A.36.021
990,pierce,OBSTR PUB SERV,629,,misdemeanor,public order,gross misd,,9.46.195,https://app.leg.wa.gov/rcw/default.aspx?cite=9.46.195
1176,pierce,PSP 2,620,,class C felony,property,,,9A.56.160,http://app.leg.wa.gov/rcw/default.aspx?cite=9A.56.160
1564,pierce,UNL POSS FIREARM 1,613,,class B felony,public order,,,9.41.040,http://app.leg.wa.gov/rcw/default.aspx?cite=9.41.040
48,pierce,ASLT 4,611,,gross misdemeanor,violent,,,9A.36.041,http://apps.leg.wa.gov/rcw/default.aspx?cite=9A.36.041
603,pierce,FEL PUR/ELUDE,569,,class C felony,public order,,,46.61.024,https://app.leg.wa.gov/rcw/default.aspx?cite=46.61.024
297,pierce,CRIM TRESP 1,533,,gross misdemeanor,property,,,9A.52.070,http://apps.leg.wa.gov/RCW/default.aspx?cite=9A.52.070
884,pierce,MAL MISCH 3 /DV,488,,gross misdemeanor,property,,,9A.48.090.2b%20DV,http://app.leg.wa.gov/RCW/default.aspx?cite=9A.48.090.2b%20DV
1565,pierce,UNL POSS FIREARM 2,459,,class C felony,public order,,,9.41.040,http://app.leg.wa.gov/rcw/default.aspx?cite=9.41.040
304,pierce,CRIMINAL ASLT,456,,gross misdemeanor,violent,ambiguous could be felony,not sure what to do with these general versions of other crimes,,
1532,pierce,TRAFFICKING STOL PROP 1,447,,class B felony,property,,,9A.82.050,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.82.050
299,pierce,CRIM TRESP 2,439,,misdemeanor,property,,,9A.52.080,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.52.080
599,pierce,"FEL HARASS-DV, DV-THREATS/DEATH THRT",411,,class C felony,violent,,,9a.46.020,http://apps.leg.wa.gov/RCW/default.aspx?cite=9a.46.020
1453,pierce,THEFT OF MV,410,,class B felony,property,,,9A.56.065,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.56.065
598,pierce,FEL HARASS (NON DV),395,,class C felony,violent,,,9a.46.020,http://apps.leg.wa.gov/RCW/default.aspx?cite=9a.46.020
1319,pierce,ROBBERY 1,383,,class A felony,violent,,categorized as violent due to robbery's requirement of force and intimidation,9A.56.200,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.56.200
653,pierce,FUGITIVE,373,,other,other,,,,
793,pierce,INTERFERE W/ RPT /DV,333,,gross misdemeanor,public order,,,9A.36.150,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.36.150
1320,pierce,ROBBERY 2,326,,class B felony,violent,,,9A.56.210,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.56.210
1648,pierce,VEH PROWL,322,,class C felony,property,,,9a.52.100,http://app.leg.wa.gov/rcw/default.aspx?cite=9a.52.100
1572,pierce,UNLAW DEL CS,320,,class C felony,drug ,,,69.50.401,http://app.leg.wa.gov/rcw/default.aspx?cite=69.50.401
597,pierce,FEL DV CRT ORD VIO,318,,class C felony,violent,ambiguous; could be gross misd,felony assumes prior convictions of individual or violent intent of violation ,26.50.110,http://app.leg.wa.gov/rcw/default.aspx?cite=26.50.110
531,pierce,FAIL REGIS S/O,314,,class C felony,public order,,,9A.44.132,http://app.leg.wa.gov/rcw/default.aspx?cite=9A.44.132
734,pierce,HOLD WSI,312,,other,other,,,,
42,pierce,ASLT 1,305,,class A felony,violent,,,9A.36.011,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.36.011
1414,pierce,THEFT 1,297,,class B felony,property,,,9a.56.030,http://app.leg.wa.gov/rcw/default.aspx?cite=9a.56.030
881,pierce,MAL MISCH 2,273,,class B felony,property,,,9A.48.080,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.48.080
979,pierce,NON-SUPPORT,261,,gross misdemeanor,public order,I think this is civil-- failure to pay child support,,26.20.035,https://app.leg.wa.gov/rcw/default.aspx?cite=26.20.035
757,pierce,ILL DRUG COND/PARA,254,,civil infraction,drug,could be simple misd,,69.50.4121,https://app.leg.wa.gov/rcw/default.aspx?cite=69.50.4121
507,pierce,ENTRY ERROR,244,,other,other,,,,
955,pierce,MTR VEH TRANSFER OF OWNERSHIP VIOL,244,,misdemeanor,property,,I think it might be a class C felony based on the RCW but the charge name is so broad its hard to tell if it fits,46.12.750,https://app.leg.wa.gov/rcw/default.aspx?cite=46.12.750
1177,pierce,PSP 3,243,,gross misdemeanor,property,,,9A.56.170,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.56.170
1290,pierce,RESIS ARR,235,,misdemeanor,public order,,,9A.76.040,http://apps.leg.wa.gov/rcw/default.aspx?cite=9A.76.040
56,pierce,ASLT/DV,231,,class C felony,violent,ambiguous,ambiguous,9A.36.041,http://app.leg.wa.gov/rcw/default.aspx?cite=9A.36.041
366,pierce,DEST PROP /DV,224,,gross misdemeanor,public order,,"? malicious mischief refers to property damage, but 3 levels",,
163,pierce,BURGLARY 1,218,,class A felony,property,,,9A.52.020,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.52.020
728,pierce,HOLD IMMIGRAT,204,,other,other,,,,
689,pierce,HARASSMENT /DV,200,,class C felony,violent,ambiguous ,,9a.46.020,http://apps.leg.wa.gov/RCW/default.aspx?cite=9a.46.020
1095,pierce,POSS OF A STOLEN FIREARM,194,,class B felony,property,,,9A.56.310,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.56.310
1241,pierce,RECK ENDANGER,190,,gross misdemeanor,public order,,,9a.36.050,http://app.leg.wa.gov/RCW/default.aspx?cite=9a.36.050
742,pierce,IDENT THFT 1,183,,class B felony,public order,,,9.35.020,http://app.leg.wa.gov/rcw/default.aspx?cite=9.35.020
961,pierce,NEG DRIVING,183,,misdemeanor,public order,,can range from civil infraction to misdemeanor if its 1st or 2nd degree,46.61.525,https://app.leg.wa.gov/rcw/default.aspx?cite=46.61.525
137,pierce,BAIL JUMP,179,,other,public order,,depends on crime person jumped bail for,9A.76.170,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.76.170
1107,pierce,POSS. MOTOR VEHICLE  THEFT TOOLS,178,,gross misdemeanor,property,,,9A.56.063,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.56.063
991,pierce,OBSTR-FALSE CHRG/STATEMENTS,173,,gross misdemeanor,public order,,,9A.76.175,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.76.175
1022,pierce,OPER VEH. W/O IGNITION INTERLOCK,170,,gross misdemeanor,public order,,,46.20.740,http://app.leg.wa.gov/rcw/default.aspx?cite=46.20.740
1083,pierce,POSS DANG WEAPON,167,,gross misdemeanor,public order,,,9.41.250,http://app.leg.wa.gov/RCW/default.aspx?cite=9.41.250
1507,pierce,TMVWOP 2,159,,class C felony,property,,,9A.56.075,https://app.leg.wa.gov/rcw/default.aspx?cite=9A.56.075
1644,pierce,VEH ASLT,155,,class B felony,violent,,,46.61.522,http://app.leg.wa.gov/rcw/default.aspx?cite=46.61.522
